-0.013366929	-0.0020646523	0.0019517889	-0.024931984	-0.020559037	0.0020111187	0.015577807	0.012875562	-0.01836616	-0.008907076	0.0052264794	0.017335769	-0.031642385	-0.012683874	5.934089e-05	0.00703898	-0.010137862	0.0043626954	-0.0048093996	0.02588413	0.003898093	0.007407408	0.020381933	-0.009121565	0.012740881	0.008533262	-0.011130329	0.004795216	0.009544333	0.01769478	-0.006508939	-0.004585502	-0.0049116258	0.012527972	0.01990183	-0.0076233535	-0.0035836073	0.015071001	0.009848543	-0.0068243365	-0.003966377	-0.008707913	0.013295433	0.023307508	0.011470562	-0.03499683	0.010683586	0.014096215	0.010007388	-0.008708842
-0.000719845	-0.002408361	-0.0067878067	-0.010091535	-0.005916995	0.005973085	-0.008237805	-0.0051843096	0.0028425097	-0.002350838	0.005485009	0.006802449	0.0003919662	-0.007845333	-0.00898095	-0.005442563	0.002478687	0.006575383	0.004084911	-0.005139794	-0.002938736	-0.0028179009	-0.0074082776	-0.00783895	0.0072285305	-0.0061953426	-0.0047035157	0.006803171	-0.00022587946	-0.0059801014	-0.009637601	-0.008254047	-0.0010812371	-0.0037976818	0.0047701234	-0.010296761	6.8734065e-05	0.0082461955	0.009796599	-0.002275033	0.00078862265	-0.0013320281	0.0036617056	-0.00029845012	0.010230733	0.002440858	-0.001495056	-0.0073333853	0.010211785	0.005377801
-1.4549078e-05	-0.007961801	0.0066562737	-0.0025680587	-0.010687916	0.008669964	-0.008691371	0.009997345	-0.004629374	0.00464094	-0.0016609384	-0.0018832113	-0.001441421	-0.0046453485	-0.0037110497	0.005570929	0.0023070672	0.008826442	-0.006794871	0.0069931215	-0.0013897266	-0.00810411	0.0002997265	-0.0012932955	0.0004851576	-0.00612078	0.0063216765	0.0082646385	0.0037383984	0.0066040563	-0.0018019784	-0.009145217	-0.0077767717	-0.0015926791	0.009864798	-0.0010422122	-0.005642272	0.009038186	-0.008414324	-0.008579986	-0.0053833397	-0.004796296	0.0034391563	-0.0034237553	0.0037764763	-0.0057653487	-0.0027980963	-4.440639e-05	0.006135378	-0.004202387
0.0063963747	0.0050579417	-0.009159232	0.008142983	0.0018423393	0.0063939313	0.009109295	-0.0012579545	0.0017718526	0.0017842541	0.0019774302	-0.004944474	-0.009412373	-0.008182818	-0.009012166	0.0035102805	0.009225836	0.0073913764	-0.0035842448	0.00797749	0.008723997	-0.007299752	1.8772556e-05	-0.0098594325	0.007568752	0.008924219	-0.0066141533	0.0014318675	-0.0056104623	0.000133233	-0.007647958	0.009930674	-0.0061947275	-0.009246728	0.009587772	0.00042348113	0.0036928987	0.0058353604	-0.008165306	0.0034485538	0.0009475541	0.0060608997	-0.005467284	0.008159145	0.0024362018	0.008608942	-0.009662906	0.008405553	0.007950703	0.0039430903
-0.13756096	-0.052988198	0.11258184	-0.22326975	-0.33923832	0.1525069	0.12482846	0.05716027	-0.2387482	0.016462151	0.1193928	0.16007553	-0.34860885	-0.24884959	-0.14417946	0.17121646	-0.13860717	0.13736664	0.035060335	0.27545354	0.006227671	0.14220786	0.26932764	-0.1188983	0.1051672	0.14783801	-0.20036405	0.21629357	0.09575184	0.1086407	-0.094355635	-0.034576572	0.050179366	0.14264546	0.17567223	-0.09324841	-6.123904e-05	0.116082266	0.13847238	-0.19933166	-0.062127292	-0.024330461	0.16685526	0.18825996	0.04272747	-0.37038556	0.046442077	0.19151205	0.21688135	-0.07324007
-0.14176235	-0.093584426	0.09312305	-0.2298233	-0.35656154	0.1385	0.12363005	0.032228608	-0.2172792	0.0367938	0.10751083	0.11925163	-0.34590024	-0.20772538	-0.10181488	0.19137605	-0.12805784	0.10673183	0.056210883	0.3060948	0.005089417	0.12625633	0.24890633	-0.12038893	0.07874663	0.156258	-0.2503309	0.21068628	0.08555011	0.123923376	-0.10036645	-0.0390917	0.059408102	0.13543117	0.17479825	-0.11938272	-0.04725152	0.086646385	0.16890348	-0.16541831	-0.08384765	-0.06263574	0.1717314	0.22925645	0.058640353	-0.40002316	0.043951757	0.20466354	0.24358536	-0.029219208
-0.14041	-0.094947316	0.12899433	-0.2514637	-0.34790465	0.16956025	0.14121541	0.06366747	-0.2657714	0.0151707865	0.11802358	0.13105716	-0.3665473	-0.2523228	-0.13340974	0.19756395	-0.14485407	0.1182147	0.04908387	0.28805825	0.035559315	0.1722771	0.2714061	-0.11036039	0.100070685	0.17255399	-0.23195945	0.22645468	0.079895236	0.11766052	-0.07502283	-0.066345535	0.08313032	0.14064083	0.1807787	-0.10481451	-0.02165453	0.111652076	0.1554445	-0.19371201	-0.07337054	-0.042969078	0.17103288	0.2329027	0.06295831	-0.415273	0.02524113	0.19641608	0.24502704	-0.04268257
-0.081391774	-0.0557998	0.073742285	-0.16675383	-0.25338465	0.11369391	0.103535786	0.03338321	-0.15964322	0.0124862045	0.07994849	0.10899684	-0.2554717	-0.1819232	-0.08487062	0.14450797	-0.102242246	0.09206127	0.049008638	0.2214043	0.025997275	0.123858824	0.18239845	-0.078328624	0.07348624	0.109095015	-0.1588183	0.15702794	0.06046675	0.08748239	-0.06628016	-0.045340825	0.054358087	0.1133453	0.12939289	-0.07999211	-0.014383403	0.07147328	0.09849868	-0.13650395	-0.056352958	-0.03794414	0.11527805	0.14763696	0.028731009	-0.28378326	0.029483441	0.13916273	0.17599404	-0.03682134
-0.03593422	-0.019953929	0.027092185	-0.06534516	-0.11309179	0.05612625	0.050756767	0.021193618	-0.07326438	0.008366366	0.036258582	0.032542817	-0.10589155	-0.07652076	-0.047861516	0.059616014	-0.04024896	0.043117188	0.025244445	0.08702494	0.009445047	0.04304956	0.07756778	-0.04296171	0.04180054	0.050186787	-0.07419456	0.06382823	0.019871593	0.03660752	-0.024158426	-0.015042073	0.030960118	0.038147897	0.055423297	-0.024714777	-0.018385371	0.022014689	0.05784154	-0.046557445	-0.017890546	-0.010604386	0.043374464	0.072398566	0.013855598	-0.123885825	0.015888859	0.0651177	0.07807164	-0.010143391
-0.0027421075	-0.0036881394	-0.0007240882	-0.0003315584	-0.010337662	0.013855885	0.009668825	0.0003751268	0.0003634151	-0.008197324	0.0012461727	0.009369652	-0.007934686	-0.0066476827	-0.010928323	0.009572428	-0.0038073608	0.0027248622	0.0057575107	0.014259672	0.008407202	-0.0010506888	0.005748738	-0.0052249124	0.011170734	-0.0025790653	-0.006616536	0.0039599016	0.002160053	0.0033621716	0.0069714845	0.0025642922	0.009658009	0.0022014545	0.0047959844	-0.002693662	-0.008969356	0.006552039	-0.0016593136	0.00030726154	-0.005108414	-0.0050302567	0.0036644328	0.016499985	0.0041040787	-0.004716644	0.008405131	0.014886193	0.00407998	0.0013392617
-0.13910903	-0.07227099	0.11875819	-0.25830498	-0.3600767	0.16345283	0.1424459	0.048979707	-0.25619668	0.012714329	0.09953425	0.15809542	-0.36474845	-0.27056432	-0.12834498	0.19952992	-0.14843613	0.11599369	0.04903224	0.31132427	0.032527335	0.17545044	0.27060345	-0.13512778	0.12214378	0.16062519	-0.23453878	0.24300677	0.09225721	0.12952907	-0.09381326	-0.048259787	0.07788181	0.14507611	0.18713483	-0.117133535	-0.025421442	0.0931422	0.16590846	-0.18607804	-0.06568974	-0.05071806	0.19082664	0.23447694	0.06150925	-0.4124997	0.030565135	0.2037094	0.26800793	-0.06405682
